"loc_year_month","mosq_species","date.x","year.x","month.x","lat.x","long.x","loc_name.x","loc_code.x","host_species","host_common","host_method","BIOL3070_seqID","agency_pool_num","num_count","date.y","year.y","month.y","lat.y","long.y","loc_code.y","loc_name.y","test_status"
"site212_2018.07","Cx_pipiens_sl",18-07-18,2018,7,40.764295,-111.876123,"Fire Station 1",212,"Streptopelia_decaocto","Eurasian_collared_dove","SPAdes","",587,38,2018-07-27,2018,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.07","Cx_pipiens_sl",18-07-18,2018,7,40.764295,-111.876123,"Fire Station 1",212,"Streptopelia_decaocto","Eurasian_collared_dove","SPAdes","",370,21,2018-07-12,2018,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.07","Cx_pipiens_sl",18-07-18,2018,7,40.764295,-111.876123,"Fire Station 1",212,"Streptopelia_decaocto","Eurasian_collared_dove","SPAdes","",369,100,2018-07-12,2018,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.07","Cx_pipiens_sl",18-07-18,2018,7,40.764295,-111.876123,"Fire Station 1",212,"Streptopelia_decaocto","Eurasian_collared_dove","SPAdes","",470,86,2018-07-19,2018,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.08","Cx_pipiens_sl",18-08-08,2018,8,40.764295,-111.876123,"Fire Station 1",212,"Tyrannus_forficatus","Flycatcher","SPAdes","SQ060",688,14,2018-08-02,2018,8,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.08","Cx_pipiens_sl",18-08-08,2018,8,40.764295,-111.876123,"Fire Station 1",212,"Tyrannus_forficatus","Flycatcher","SPAdes","SQ060",776,95,2018-08-09,2018,8,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.08","Cx_pipiens_sl",18-08-08,2018,8,40.764295,-111.876123,"Fire Station 1",212,"Tyrannus_forficatus","Flycatcher","SPAdes","SQ060",899,57,2018-08-15,2018,8,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.08","Cx_pipiens_sl",18-08-08,2018,8,40.764295,-111.876123,"Fire Station 1",212,"Tyrannus_forficatus","Flycatcher","SPAdes","SQ060",1106,18,2018-08-30,2018,8,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2020.07","Cx_pipiens_sl",20-07-29,2020,7,40.764295,-111.876123,"Fire Station 1",212,"Homo_sapiens","Human","SPAdes","SQ199",64,17,2020-07-09,2020,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2020.07","Cx_pipiens_sl",20-07-29,2020,7,40.764295,-111.876123,"Fire Station 1",212,"Homo_sapiens","Human","SPAdes","SQ199",200,28,2020-07-30,2020,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2020.07","Cx_pipiens_sl",20-07-29,2020,7,40.764295,-111.876123,"Fire Station 1",212,"Streptopelia_decaocto","Eurasian_collared_dove","SPAdes","",64,17,2020-07-09,2020,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2020.07","Cx_pipiens_sl",20-07-29,2020,7,40.764295,-111.876123,"Fire Station 1",212,"Streptopelia_decaocto","Eurasian_collared_dove","SPAdes","",200,28,2020-07-30,2020,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2020.07","Cx_pipiens_sl",20-07-29,2020,7,40.764295,-111.876123,"Fire Station 1",212,"Poecile_atricapillus","Black-capped_chickadee","SPAdes","",64,17,2020-07-09,2020,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2020.07","Cx_pipiens_sl",20-07-29,2020,7,40.764295,-111.876123,"Fire Station 1",212,"Poecile_atricapillus","Black-capped_chickadee","SPAdes","",200,28,2020-07-30,2020,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2021.06","Cx_pipiens_sl",21-06-30,2021,6,40.764295,-111.876123,"Fire Station 1",212,"Haemorhous_mexicanus","House_finch","SPAdes","SQ084",66,52,2021-06-24,2021,6,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site213_2018.06","Cx_pipiens_sl",18-06-27,2018,6,40.740865,-111.891203,"Fire Station 8",213,"Turdus_migratorius","American_Robin","SPAdes","SQ184",196,85,2018-06-28,2018,6,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.06","Cx_pipiens_sl",18-06-27,2018,6,40.740865,-111.891203,"Fire Station 8",213,"Turdus_migratorius","American_Robin","SPAdes","SQ184",99,60,2018-06-21,2018,6,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.06","Cx_pipiens_sl",18-06-27,2018,6,40.740865,-111.891203,"Fire Station 8",213,"Sturnus_vulgaris","Common_starling","SPAdes","SQ022",196,85,2018-06-28,2018,6,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.06","Cx_pipiens_sl",18-06-27,2018,6,40.740865,-111.891203,"Fire Station 8",213,"Sturnus_vulgaris","Common_starling","SPAdes","SQ022",99,60,2018-06-21,2018,6,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.06","Cx_pipiens_sl",18-06-27,2018,6,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ183",196,85,2018-06-28,2018,6,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.06","Cx_pipiens_sl",18-06-27,2018,6,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ183",99,60,2018-06-21,2018,6,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","SPAdes","SQ213",380,46,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","SPAdes","SQ213",288,100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","SPAdes","SQ213",464,34,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","SPAdes","SQ213",287,100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","SPAdes","SQ213",463,100,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","SPAdes","SQ213",585,52,2018-07-27,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","SPAdes","SQ210",380,46,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","SPAdes","SQ210",288,100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","SPAdes","SQ210",464,34,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","SPAdes","SQ210",287,100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","SPAdes","SQ210",463,100,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","SPAdes","SQ210",585,52,2018-07-27,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Turdus_migratorius","American_Robin","SPAdes","SQ209",380,46,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Turdus_migratorius","American_Robin","SPAdes","SQ209",288,100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Turdus_migratorius","American_Robin","SPAdes","SQ209",464,34,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Turdus_migratorius","American_Robin","SPAdes","SQ209",287,100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Turdus_migratorius","American_Robin","SPAdes","SQ209",463,100,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Turdus_migratorius","American_Robin","SPAdes","SQ209",585,52,2018-07-27,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Sturnus_vulgaris","Common_starling","SPAdes","SQ211",380,46,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Sturnus_vulgaris","Common_starling","SPAdes","SQ211",288,100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Sturnus_vulgaris","Common_starling","SPAdes","SQ211",464,34,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Sturnus_vulgaris","Common_starling","SPAdes","SQ211",287,100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Sturnus_vulgaris","Common_starling","SPAdes","SQ211",463,100,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Sturnus_vulgaris","Common_starling","SPAdes","SQ211",585,52,2018-07-27,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Turdus_migratorius","American_Robin","NPS.SPAdes.2032","",380,46,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Turdus_migratorius","American_Robin","NPS.SPAdes.2032","",288,100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Turdus_migratorius","American_Robin","NPS.SPAdes.2032","",464,34,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Turdus_migratorius","American_Robin","NPS.SPAdes.2032","",287,100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Turdus_migratorius","American_Robin","NPS.SPAdes.2032","",463,100,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Turdus_migratorius","American_Robin","NPS.SPAdes.2032","",585,52,2018-07-27,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","SPAdes","SQ212",380,46,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","SPAdes","SQ212",288,100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","SPAdes","SQ212",464,34,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","SPAdes","SQ212",287,100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","SPAdes","SQ212",463,100,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","SPAdes","SQ212",585,52,2018-07-27,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ239",380,46,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ239",288,100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ239",464,34,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ239",287,100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ239",463,100,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07","Cx_pipiens_sl",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ239",585,52,2018-07-27,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.08","Cx_pipiens_sl",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Cariama_cristata","Red-legged_seriama","SPAdes","SQ247",898,38,2018-08-15,2018,8,-111.891203,40.740865,213,"Fire Station 8","Confirmed"
"site213_2018.08","Cx_pipiens_sl",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Cariama_cristata","Red-legged_seriama","SPAdes","SQ247",1018,15,2018-08-22,2018,8,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.08","Cx_pipiens_sl",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Cariama_cristata","Red-legged_seriama","SPAdes","SQ247",694,70,2018-08-02,2018,8,-111.891203,40.740865,213,"Fire Station 8","Confirmed"
"site213_2018.08","Cx_pipiens_sl",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Cariama_cristata","Red-legged_seriama","SPAdes","SQ247",781,29,2018-08-09,2018,8,-111.891203,40.740865,213,"Fire Station 8","Confirmed"
"site213_2018.08","Cx_pipiens_sl",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Cariama_cristata","Red-legged_seriama","SPAdes","SQ247",1112,25,2018-08-30,2018,8,-111.891203,40.740865,213,"Fire Station 8","Confirmed"
"site213_2018.08","Cx_pipiens_sl",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Homo_sapiens","Human","SPAdes","SQ248",898,38,2018-08-15,2018,8,-111.891203,40.740865,213,"Fire Station 8","Confirmed"
"site213_2018.08","Cx_pipiens_sl",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Homo_sapiens","Human","SPAdes","SQ248",1018,15,2018-08-22,2018,8,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.08","Cx_pipiens_sl",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Homo_sapiens","Human","SPAdes","SQ248",694,70,2018-08-02,2018,8,-111.891203,40.740865,213,"Fire Station 8","Confirmed"
"site213_2018.08","Cx_pipiens_sl",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Homo_sapiens","Human","SPAdes","SQ248",781,29,2018-08-09,2018,8,-111.891203,40.740865,213,"Fire Station 8","Confirmed"
"site213_2018.08","Cx_pipiens_sl",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Homo_sapiens","Human","SPAdes","SQ248",1112,25,2018-08-30,2018,8,-111.891203,40.740865,213,"Fire Station 8","Confirmed"
"site213_2018.09","Cx_pipiens_sl",18-09-19,2018,9,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ052",1436,7,2018-09-26,2018,9,-111.891203,40.740865,213,"Fire Station 8","Confirmed"
"site213_2018.09","Cx_pipiens_sl",18-09-19,2018,9,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ052",1301,3,2018-09-12,2018,9,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.09","Cx_pipiens_sl",18-09-19,2018,9,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ052",1378,7,2018-09-19,2018,9,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.09","Cx_pipiens_sl",18-09-19,2018,9,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ052",1220,9,2018-09-06,2018,9,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.09","Cx_pipiens_sl",18-09-19,2018,9,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ052",1230,7,2018-09-06,2018,9,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-09,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ154",58,8,2020-07-09,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-09,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ154",228,95,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-09,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ154",199,18,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-21,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","NPS.BWAmem.2024","",58,8,2020-07-09,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-21,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","NPS.BWAmem.2024","",228,95,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-21,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","NPS.BWAmem.2024","",199,18,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-01,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Turdus_migratorius","American_Robin","SPAdes","SQ144",58,8,2020-07-09,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-01,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Turdus_migratorius","American_Robin","SPAdes","SQ144",228,95,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-01,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Turdus_migratorius","American_Robin","SPAdes","SQ144",199,18,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-29,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Streptopelia_decaocto","Eurasian_collared_dove","SPAdes","SQ198",58,8,2020-07-09,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-29,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Streptopelia_decaocto","Eurasian_collared_dove","SPAdes","SQ198",228,95,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-29,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Streptopelia_decaocto","Eurasian_collared_dove","SPAdes","SQ198",199,18,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-09,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ155",58,8,2020-07-09,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-09,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ155",228,95,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-09,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ155",199,18,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-21,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ180",58,8,2020-07-09,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-21,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ180",228,95,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-21,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ180",199,18,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-01,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","Sanger","",58,8,2020-07-09,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-01,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","Sanger","",228,95,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-01,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","Sanger","",199,18,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-01,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ143",58,8,2020-07-09,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-01,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ143",228,95,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-01,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ143",199,18,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-06,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Streptopelia_decaocto","Eurasian_collared_dove","SPAdes","SQ148",58,8,2020-07-09,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-06,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Streptopelia_decaocto","Eurasian_collared_dove","SPAdes","SQ148",228,95,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-06,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Streptopelia_decaocto","Eurasian_collared_dove","SPAdes","SQ148",199,18,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-21,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ178",58,8,2020-07-09,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-21,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ178",228,95,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-21,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Haemorhous_mexicanus","House_finch","SPAdes","SQ178",199,18,2020-07-30,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2020.07","Cx_pipiens_sl",20-07-13,2020,7,40.740865,-111.891203,"Fire Station 8",213,"Passer_domesticus","House_sparrow","SPAdes","SQ157",58,8,2020-07-09,2020,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
