"loc_year_month","date.x","year.x","month.x","lat.x","long.x","loc_name.x","loc_code.x","mosq_species.x","host_species","host_common","host_method","BIOL3070_seqID","agency_pool_num","mosq_species.y","num_count","date.y","year.y","month.y","lat.y","long.y","loc_code.y","loc_name.y","test_status"
"site211_2021.08",21-08-09,2021,8,40.730895,-111.857223,"Downington Ave",211,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","SPAdes","SQ126",692,"Cx_tarsalis",20,2021-08-10,2021,8,-111.857223,40.730895,211,"Downington Ave","Negative"
"site211_2021.08",21-08-09,2021,8,40.730895,-111.857223,"Downington Ave",211,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","SPAdes","SQ126",793,"Cx_pipiens_sl",100,2021-08-17,2021,8,-111.857223,40.730895,211,"Downington Ave","Confirmed"
"site212_2018.07",18-07-18,2018,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Cariama_cristata","Red-legged_seriama","SPAdes","SQ234",289,"Cx_pipiens_sl",42,2018-07-06,2018,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.07",18-07-18,2018,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Cariama_cristata","Red-legged_seriama","SPAdes","SQ234",369,"Cx_pipiens_sl",100,2018-07-12,2018,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.07",18-07-18,2018,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Cariama_cristata","Red-legged_seriama","SPAdes","SQ234",470,"Cx_pipiens_sl",86,2018-07-19,2018,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.07",18-07-18,2018,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Cariama_cristata","Red-legged_seriama","SPAdes","SQ234",370,"Cx_pipiens_sl",21,2018-07-12,2018,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.07",18-07-18,2018,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Cariama_cristata","Red-legged_seriama","SPAdes","SQ234",587,"Cx_pipiens_sl",38,2018-07-27,2018,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.07",18-07-11,2018,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","NPS.SPAdes.2026","",289,"Cx_pipiens_sl",42,2018-07-06,2018,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.07",18-07-11,2018,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","NPS.SPAdes.2026","",369,"Cx_pipiens_sl",100,2018-07-12,2018,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.07",18-07-11,2018,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","NPS.SPAdes.2026","",470,"Cx_pipiens_sl",86,2018-07-19,2018,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.07",18-07-11,2018,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","NPS.SPAdes.2026","",370,"Cx_pipiens_sl",21,2018-07-12,2018,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.07",18-07-11,2018,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","NPS.SPAdes.2026","",587,"Cx_pipiens_sl",38,2018-07-27,2018,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.07",18-07-18,2018,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Streptopelia_decaocto","Eurasian_collared_dove","SPAdes","",289,"Cx_pipiens_sl",42,2018-07-06,2018,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.07",18-07-18,2018,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Streptopelia_decaocto","Eurasian_collared_dove","SPAdes","",369,"Cx_pipiens_sl",100,2018-07-12,2018,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.07",18-07-18,2018,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Streptopelia_decaocto","Eurasian_collared_dove","SPAdes","",470,"Cx_pipiens_sl",86,2018-07-19,2018,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.07",18-07-18,2018,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Streptopelia_decaocto","Eurasian_collared_dove","SPAdes","",370,"Cx_pipiens_sl",21,2018-07-12,2018,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.07",18-07-18,2018,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Streptopelia_decaocto","Eurasian_collared_dove","SPAdes","",587,"Cx_pipiens_sl",38,2018-07-27,2018,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.08",18-08-08,2018,8,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Tyrannus_forficatus","Flycatcher","SPAdes","SQ060",1107,"Cx_tarsalis",1,2018-08-30,2018,8,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.08",18-08-08,2018,8,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Tyrannus_forficatus","Flycatcher","SPAdes","SQ060",899,"Cx_pipiens_sl",57,2018-08-15,2018,8,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.08",18-08-08,2018,8,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Tyrannus_forficatus","Flycatcher","SPAdes","SQ060",1106,"Cx_pipiens_sl",18,2018-08-30,2018,8,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.08",18-08-08,2018,8,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Tyrannus_forficatus","Flycatcher","SPAdes","SQ060",776,"Cx_pipiens_sl",95,2018-08-09,2018,8,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2018.08",18-08-08,2018,8,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Tyrannus_forficatus","Flycatcher","SPAdes","SQ060",688,"Cx_pipiens_sl",14,2018-08-02,2018,8,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2020.07",20-07-29,2020,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Homo_sapiens","Human","SPAdes","SQ199",200,"Cx_pipiens_sl",28,2020-07-30,2020,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2020.07",20-07-29,2020,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Homo_sapiens","Human","SPAdes","SQ199",64,"Cx_pipiens_sl",17,2020-07-09,2020,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2020.07",20-07-29,2020,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Streptopelia_decaocto","Eurasian_collared_dove","SPAdes","",200,"Cx_pipiens_sl",28,2020-07-30,2020,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2020.07",20-07-29,2020,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Streptopelia_decaocto","Eurasian_collared_dove","SPAdes","",64,"Cx_pipiens_sl",17,2020-07-09,2020,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2020.07",20-07-29,2020,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Poecile_atricapillus","Black-capped_chickadee","SPAdes","",200,"Cx_pipiens_sl",28,2020-07-30,2020,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2020.07",20-07-29,2020,7,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Poecile_atricapillus","Black-capped_chickadee","SPAdes","",64,"Cx_pipiens_sl",17,2020-07-09,2020,7,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site212_2021.06",21-06-30,2021,6,40.764295,-111.876123,"Fire Station 1",212,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","SPAdes","SQ084",66,"Cx_pipiens_sl",52,2021-06-24,2021,6,-111.876123,40.764295,212,"Fire Station 1","Negative"
"site213_2018.06",18-06-27,2018,6,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Turdus_migratorius","American_Robin","SPAdes","SQ184",99,"Cx_pipiens_sl",60,2018-06-21,2018,6,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.06",18-06-27,2018,6,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Turdus_migratorius","American_Robin","SPAdes","SQ184",196,"Cx_pipiens_sl",85,2018-06-28,2018,6,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.06",18-06-27,2018,6,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Sturnus_vulgaris","Common_starling","SPAdes","SQ022",99,"Cx_pipiens_sl",60,2018-06-21,2018,6,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.06",18-06-27,2018,6,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Sturnus_vulgaris","Common_starling","SPAdes","SQ022",196,"Cx_pipiens_sl",85,2018-06-28,2018,6,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.06",18-06-27,2018,6,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","SPAdes","SQ183",99,"Cx_pipiens_sl",60,2018-06-21,2018,6,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.06",18-06-27,2018,6,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","SPAdes","SQ183",196,"Cx_pipiens_sl",85,2018-06-28,2018,6,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ213",288,"Cx_pipiens_sl",100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ213",585,"Cx_pipiens_sl",52,2018-07-27,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ213",287,"Cx_pipiens_sl",100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ213",463,"Cx_pipiens_sl",100,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ213",464,"Cx_pipiens_sl",34,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ213",380,"Cx_pipiens_sl",46,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ213",381,"Cx_tarsalis",7,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ210",288,"Cx_pipiens_sl",100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ210",585,"Cx_pipiens_sl",52,2018-07-27,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ210",287,"Cx_pipiens_sl",100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ210",463,"Cx_pipiens_sl",100,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ210",464,"Cx_pipiens_sl",34,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ210",380,"Cx_pipiens_sl",46,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ210",381,"Cx_tarsalis",7,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Turdus_migratorius","American_Robin","SPAdes","SQ209",288,"Cx_pipiens_sl",100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Turdus_migratorius","American_Robin","SPAdes","SQ209",585,"Cx_pipiens_sl",52,2018-07-27,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Turdus_migratorius","American_Robin","SPAdes","SQ209",287,"Cx_pipiens_sl",100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Turdus_migratorius","American_Robin","SPAdes","SQ209",463,"Cx_pipiens_sl",100,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Turdus_migratorius","American_Robin","SPAdes","SQ209",464,"Cx_pipiens_sl",34,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Turdus_migratorius","American_Robin","SPAdes","SQ209",380,"Cx_pipiens_sl",46,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Turdus_migratorius","American_Robin","SPAdes","SQ209",381,"Cx_tarsalis",7,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Sturnus_vulgaris","Common_starling","SPAdes","SQ211",288,"Cx_pipiens_sl",100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Sturnus_vulgaris","Common_starling","SPAdes","SQ211",585,"Cx_pipiens_sl",52,2018-07-27,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Sturnus_vulgaris","Common_starling","SPAdes","SQ211",287,"Cx_pipiens_sl",100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Sturnus_vulgaris","Common_starling","SPAdes","SQ211",463,"Cx_pipiens_sl",100,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Sturnus_vulgaris","Common_starling","SPAdes","SQ211",464,"Cx_pipiens_sl",34,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Sturnus_vulgaris","Common_starling","SPAdes","SQ211",380,"Cx_pipiens_sl",46,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Sturnus_vulgaris","Common_starling","SPAdes","SQ211",381,"Cx_tarsalis",7,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Turdus_migratorius","American_Robin","NPS.SPAdes.2032","",288,"Cx_pipiens_sl",100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Turdus_migratorius","American_Robin","NPS.SPAdes.2032","",585,"Cx_pipiens_sl",52,2018-07-27,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Turdus_migratorius","American_Robin","NPS.SPAdes.2032","",287,"Cx_pipiens_sl",100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Turdus_migratorius","American_Robin","NPS.SPAdes.2032","",463,"Cx_pipiens_sl",100,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Turdus_migratorius","American_Robin","NPS.SPAdes.2032","",464,"Cx_pipiens_sl",34,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Turdus_migratorius","American_Robin","NPS.SPAdes.2032","",380,"Cx_pipiens_sl",46,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Turdus_migratorius","American_Robin","NPS.SPAdes.2032","",381,"Cx_tarsalis",7,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ212",288,"Cx_pipiens_sl",100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ212",585,"Cx_pipiens_sl",52,2018-07-27,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ212",287,"Cx_pipiens_sl",100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ212",463,"Cx_pipiens_sl",100,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ212",464,"Cx_pipiens_sl",34,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ212",380,"Cx_pipiens_sl",46,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-05,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Passer_domesticus","House_sparrow","SPAdes","SQ212",381,"Cx_tarsalis",7,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","SPAdes","SQ239",288,"Cx_pipiens_sl",100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","SPAdes","SQ239",585,"Cx_pipiens_sl",52,2018-07-27,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","SPAdes","SQ239",287,"Cx_pipiens_sl",100,2018-07-06,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","SPAdes","SQ239",463,"Cx_pipiens_sl",100,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","SPAdes","SQ239",464,"Cx_pipiens_sl",34,2018-07-19,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","SPAdes","SQ239",380,"Cx_pipiens_sl",46,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.07",18-07-26,2018,7,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","SPAdes","SQ239",381,"Cx_tarsalis",7,2018-07-12,2018,7,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.08",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Cariama_cristata","Red-legged_seriama","SPAdes","SQ247",781,"Cx_pipiens_sl",29,2018-08-09,2018,8,-111.891203,40.740865,213,"Fire Station 8","Confirmed"
"site213_2018.08",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Cariama_cristata","Red-legged_seriama","SPAdes","SQ247",694,"Cx_pipiens_sl",70,2018-08-02,2018,8,-111.891203,40.740865,213,"Fire Station 8","Confirmed"
"site213_2018.08",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Cariama_cristata","Red-legged_seriama","SPAdes","SQ247",898,"Cx_pipiens_sl",38,2018-08-15,2018,8,-111.891203,40.740865,213,"Fire Station 8","Confirmed"
"site213_2018.08",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Cariama_cristata","Red-legged_seriama","SPAdes","SQ247",1112,"Cx_pipiens_sl",25,2018-08-30,2018,8,-111.891203,40.740865,213,"Fire Station 8","Confirmed"
"site213_2018.08",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Cariama_cristata","Red-legged_seriama","SPAdes","SQ247",1018,"Cx_pipiens_sl",15,2018-08-22,2018,8,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.08",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Homo_sapiens","Human","SPAdes","SQ248",781,"Cx_pipiens_sl",29,2018-08-09,2018,8,-111.891203,40.740865,213,"Fire Station 8","Confirmed"
"site213_2018.08",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Homo_sapiens","Human","SPAdes","SQ248",694,"Cx_pipiens_sl",70,2018-08-02,2018,8,-111.891203,40.740865,213,"Fire Station 8","Confirmed"
"site213_2018.08",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Homo_sapiens","Human","SPAdes","SQ248",898,"Cx_pipiens_sl",38,2018-08-15,2018,8,-111.891203,40.740865,213,"Fire Station 8","Confirmed"
"site213_2018.08",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Homo_sapiens","Human","SPAdes","SQ248",1112,"Cx_pipiens_sl",25,2018-08-30,2018,8,-111.891203,40.740865,213,"Fire Station 8","Confirmed"
"site213_2018.08",18-08-15,2018,8,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Homo_sapiens","Human","SPAdes","SQ248",1018,"Cx_pipiens_sl",15,2018-08-22,2018,8,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.09",18-09-19,2018,9,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","SPAdes","SQ052",1301,"Cx_pipiens_sl",3,2018-09-12,2018,9,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.09",18-09-19,2018,9,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","SPAdes","SQ052",1378,"Cx_pipiens_sl",7,2018-09-19,2018,9,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.09",18-09-19,2018,9,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","SPAdes","SQ052",1230,"Cx_pipiens_sl",7,2018-09-06,2018,9,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.09",18-09-19,2018,9,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","SPAdes","SQ052",1220,"Cx_pipiens_sl",9,2018-09-06,2018,9,-111.891203,40.740865,213,"Fire Station 8","Negative"
"site213_2018.09",18-09-19,2018,9,40.740865,-111.891203,"Fire Station 8",213,"Cx_pipiens_sl","Haemorhous_mexicanus","House_finch","SPAdes","SQ052",1436,"Cx_pipiens_sl",7,2018-09-26,2018,9,-111.891203,40.740865,213,"Fire Station 8","Confirmed"
